tar_lum,mat_lum,obs,background
79,74.93333333333332,sub3,homogeneous
87,93.88333333333333,sub3,homogeneous
188,224.3333333333333,sub3,homogeneous
176,214.76666666666662,sub3,homogeneous
79,86.86666666666667,sub3,homogeneous
188,227.13333333333327,sub3,homogeneous
99,101.56666666666665,sub3,homogeneous
125,121.8666666666667,sub3,homogeneous
73,76.69666666666667,sub3,homogeneous
176,220.8666666666667,sub3,homogeneous
176,197.2333333333333,sub3,homogeneous
125,126.3333333333333,sub3,homogeneous
159,202.9,sub3,homogeneous
79,74.93333333333332,sub3,homogeneous
125,126.3333333333333,sub3,homogeneous
99,99.46333333333332,sub3,homogeneous
125,137.3666666666667,sub3,homogeneous
99,101.56666666666665,sub3,homogeneous
111,113.46666666666664,sub3,homogeneous
87,76.69666666666667,sub3,homogeneous
87,90.32666666666665,sub3,homogeneous
176,220.8666666666667,sub3,homogeneous
87,81.53999999999999,sub3,homogeneous
111,117.5,sub3,homogeneous
176,217.80000000000004,sub3,homogeneous
111,115.7333333333333,sub3,homogeneous
144,191.3333333333333,sub3,homogeneous
144,191.3333333333333,sub3,homogeneous
73,62.75,sub3,homogeneous
99,103.40000000000002,sub3,homogeneous
125,128.3666666666667,sub3,homogeneous
176,197.2333333333333,sub3,homogeneous
79,53.00333333333334,sub4,variegated
99,97.63,sub4,variegated
176,246.5666666666667,sub4,variegated
99,73.33333333333331,sub4,variegated
125,144.6,sub4,variegated
111,109.46666666666664,sub4,variegated
79,61.28666666666666,sub4,variegated
87,78.25999999999999,sub4,variegated
99,74.93333333333332,sub4,variegated
87,57.06333333333332,sub4,variegated
79,40.87333333333333,sub4,variegated
159,217.80000000000004,sub4,variegated
79,37.603333333333325,sub4,variegated
73,19.65333333333333,sub4,variegated
159,249.7,sub4,variegated
99,101.56666666666665,sub4,variegated
144,154.2333333333333,sub4,variegated
125,146.9333333333333,sub4,variegated
111,107.36666666666669,sub4,variegated
188,231.1333333333333,sub4,variegated
144,144.6,sub4,variegated
144,161.7,sub4,variegated
144,156.8666666666667,sub4,variegated
188,217.80000000000004,sub4,variegated
87,42.023333333333326,sub4,variegated
144,180.2333333333333,sub4,variegated
111,109.46666666666664,sub4,variegated
159,151.69999999999996,sub4,variegated
159,217.80000000000004,sub4,variegated
125,135.3,sub4,variegated
79,40.87333333333333,sub4,variegated
176,202.9,sub4,variegated
99,58.51,sub4,variegated
99,88.75333333333333,sub4,variegated
87,40.87333333333333,sub4,variegated
125,115.7333333333333,sub4,variegated
125,139.7666666666667,sub4,variegated
87,47.95,sub4,variegated
188,266.7333333333333,sub4,variegated
111,91.99,sub4,variegated
99,76.69666666666667,sub4,variegated
144,180.2333333333333,sub4,variegated
79,43.16333333333333,sub4,variegated
176,211.7,sub4,variegated
87,73.33333333333331,sub4,variegated
176,205.80000000000004,sub4,variegated
159,180.2333333333333,sub4,variegated
176,211.7,sub4,variegated
111,105.66666666666669,sub4,variegated
125,146.9333333333333,sub4,variegated
125,137.3666666666667,sub4,variegated
73,21.16,sub4,variegated
144,156.8666666666667,sub4,variegated
79,30.553333333333324,sub4,variegated
159,214.76666666666662,sub4,variegated
87,49.19333333333332,sub4,variegated
159,172.1333333333333,sub4,variegated
111,349.9333333333333,sub4,variegated
176,197.2333333333333,sub4,variegated
188,211.7,sub4,variegated
144,128.3666666666667,sub4,variegated
73,40.87333333333333,sub4,variegated
176,217.80000000000004,sub4,variegated
73,36.58,sub4,variegated
87,42.023333333333326,sub4,variegated
73,21.16,sub4,variegated
111,81.53999999999999,sub4,variegated
111,83.22666666666667,sub4,variegated
87,88.75333333333333,sub4,variegated
111,111.36666666666669,sub4,variegated
176,177.5333333333333,sub4,variegated
159,211.7,sub4,variegated
144,180.2333333333333,sub4,variegated
176,220.8666666666667,sub4,variegated
99,95.81666666666663,sub4,variegated
73,33.46,sub4,variegated
111,97.63,sub4,variegated
188,220.8666666666667,sub4,variegated
144,194.13333333333327,sub4,variegated
73,31.46666666666667,sub4,variegated
73,31.46666666666667,sub4,variegated
188,231.1333333333333,sub4,variegated
99,95.81666666666663,sub4,variegated
188,256.9333333333333,sub4,variegated
188,202.9,sub4,variegated
73,28.70666666666667,sub4,variegated
79,38.636666666666656,sub4,variegated
176,205.80000000000004,sub4,variegated
188,231.1333333333333,sub4,variegated
159,243.6,sub4,variegated
125,130.46666666666664,sub4,variegated
188,224.3333333333333,sub4,variegated
99,72.01000000000002,sub4,variegated
125,139.7666666666667,sub4,variegated
79,58.51,sub4,variegated
87,49.19333333333332,sub4,variegated
73,29.663333333333338,sub4,variegated
159,199.9,sub4,variegated
125,151.69999999999996,sub4,variegated
79,43.16333333333333,sub4,variegated
79,91.99,sub4,homogeneous
99,107.36666666666669,sub4,homogeneous
176,202.9,sub4,homogeneous
99,95.81666666666663,sub4,homogeneous
125,137.3666666666667,sub4,homogeneous
111,120.06666666666665,sub4,homogeneous
79,70.22000000000001,sub4,homogeneous
87,83.22666666666667,sub4,homogeneous
99,95.81666666666663,sub4,homogeneous
87,78.25999999999999,sub4,homogeneous
79,67.19333333333333,sub4,homogeneous
159,214.76666666666662,sub4,homogeneous
79,64.18,sub4,homogeneous
73,61.28666666666666,sub4,homogeneous
159,233.5333333333333,sub4,homogeneous
99,97.63,sub4,homogeneous
144,224.3333333333333,sub4,homogeneous
125,120.06666666666665,sub4,homogeneous
111,97.63,sub4,homogeneous
188,263.2666666666667,sub4,homogeneous
144,211.7,sub4,homogeneous
144,194.13333333333327,sub4,homogeneous
144,185.8,sub4,homogeneous
188,263.2666666666667,sub4,homogeneous
87,84.96333333333331,sub4,homogeneous
144,191.3333333333333,sub4,homogeneous
111,101.56666666666665,sub4,homogeneous
159,253.2666666666667,sub4,homogeneous
159,208.80000000000004,sub4,homogeneous
125,120.06666666666665,sub4,homogeneous
79,50.44,sub4,homogeneous
176,227.13333333333327,sub4,homogeneous
99,86.86666666666667,sub4,homogeneous
99,83.22666666666667,sub4,homogeneous
87,73.33333333333331,sub4,homogeneous
125,124.06666666666665,sub4,homogeneous
125,113.46666666666664,sub4,homogeneous
87,62.75,sub4,homogeneous
188,284.5333333333333,sub4,homogeneous
111,115.7333333333333,sub4,homogeneous
99,79.87,sub4,homogeneous
144,188.5,sub4,homogeneous
79,55.76333333333332,sub4,homogeneous
176,224.3333333333333,sub4,homogeneous
87,95.81666666666663,sub4,homogeneous
176,233.5333333333333,sub4,homogeneous
159,236.6333333333333,sub4,homogeneous
176,253.2666666666667,sub4,homogeneous
111,109.46666666666664,sub4,homogeneous
125,132.8,sub4,homogeneous
125,95.81666666666663,sub4,homogeneous
73,70.22000000000001,sub4,homogeneous
144,194.13333333333327,sub4,homogeneous
79,67.19333333333333,sub4,homogeneous
159,217.80000000000004,sub4,homogeneous
87,70.22000000000001,sub4,homogeneous
159,233.5333333333333,sub4,homogeneous
111,99.46333333333332,sub4,homogeneous
176,243.6,sub4,homogeneous
188,253.2666666666667,sub4,homogeneous
144,197.2333333333333,sub4,homogeneous
73,57.06333333333332,sub4,homogeneous
176,266.7333333333333,sub4,homogeneous
73,61.28666666666666,sub4,homogeneous
87,68.60333333333334,sub4,homogeneous
73,54.333333333333336,sub4,homogeneous
111,97.63,sub4,homogeneous
111,103.40000000000002,sub4,homogeneous
87,76.69666666666667,sub4,homogeneous
111,120.06666666666665,sub4,homogeneous
176,273.9333333333333,sub4,homogeneous
159,253.2666666666667,sub4,homogeneous
144,214.76666666666662,sub4,homogeneous
176,246.5666666666667,sub4,homogeneous
99,88.75333333333333,sub4,homogeneous
73,60.02666666666665,sub4,homogeneous
111,111.36666666666669,sub4,homogeneous
188,299.3666666666666,sub4,homogeneous
144,205.80000000000004,sub4,homogeneous
73,53.00333333333334,sub4,homogeneous
73,62.75,sub4,homogeneous
188,303.5333333333333,sub4,homogeneous
99,90.32666666666665,sub4,homogeneous
188,281.1666666666667,sub4,homogeneous
188,314.2,sub4,homogeneous
73,65.72333333333334,sub4,homogeneous
79,65.72333333333334,sub4,homogeneous
176,314.2,sub4,homogeneous
188,333.8666666666666,sub4,homogeneous
159,253.2666666666667,sub4,homogeneous
125,156.8666666666667,sub4,homogeneous
188,281.1666666666667,sub4,homogeneous
99,84.96333333333331,sub4,homogeneous
125,139.7666666666667,sub4,homogeneous
79,64.18,sub4,homogeneous
87,73.33333333333331,sub4,homogeneous
73,65.72333333333334,sub4,homogeneous
159,291.8666666666667,sub4,homogeneous
125,120.06666666666665,sub4,homogeneous
79,64.18,sub4,homogeneous
176,233.5333333333333,sub5,variegated
188,253.2666666666667,sub5,variegated
87,47.95,sub5,variegated
125,205.80000000000004,sub5,variegated
176,199.9,sub5,variegated
99,91.99,sub5,variegated
159,188.5,sub5,variegated
176,156.8666666666667,sub5,variegated
99,86.86666666666667,sub5,variegated
87,64.18,sub5,variegated
111,130.46666666666664,sub5,variegated
176,214.76666666666662,sub5,variegated
188,253.2666666666667,sub5,variegated
111,115.7333333333333,sub5,variegated
73,36.58,sub5,variegated
176,208.80000000000004,sub5,variegated
79,34.470000000000006,sub5,variegated
125,130.46666666666664,sub5,variegated
79,60.02666666666665,sub5,variegated
87,65.72333333333334,sub5,variegated
73,27.80333333333333,sub5,variegated
144,180.2333333333333,sub5,variegated
176,194.13333333333327,sub5,variegated
87,70.22000000000001,sub5,variegated
159,270.2,sub5,variegated
159,167.5333333333333,sub5,variegated
99,144.6,sub5,variegated
125,144.6,sub5,variegated
125,144.6,sub5,variegated
159,214.76666666666662,sub5,variegated
159,295.83333333333326,sub5,variegated
176,231.1333333333333,sub5,variegated
188,236.6333333333333,sub5,variegated
79,26.94,sub5,variegated
144,191.3333333333333,sub5,variegated
87,62.75,sub5,variegated
159,227.13333333333327,sub5,variegated
188,205.80000000000004,sub5,variegated
87,61.28666666666666,sub5,variegated
125,159.1,sub5,variegated
144,194.13333333333327,sub5,variegated
188,217.80000000000004,sub5,variegated
79,40.87333333333333,sub5,variegated
87,67.19333333333333,sub5,variegated
125,124.06666666666665,sub5,variegated
125,132.8,sub5,variegated
111,121.8666666666667,sub5,variegated
144,182.93333333333328,sub5,variegated
111,137.3666666666667,sub5,variegated
111,115.7333333333333,sub5,variegated
159,236.6333333333333,sub5,variegated
144,135.3,sub5,variegated
99,90.32666666666665,sub5,variegated
99,90.32666666666665,sub5,variegated
99,47.95,sub5,variegated
176,185.8,sub5,variegated
73,37.603333333333325,sub5,variegated
159,236.6333333333333,sub5,variegated
188,208.80000000000004,sub5,variegated
111,135.3,sub5,variegated
73,36.58,sub5,variegated
111,103.40000000000002,sub5,variegated
73,37.603333333333325,sub5,variegated
144,139.7666666666667,sub5,variegated
79,46.78333333333332,sub5,variegated
144,161.7,sub5,variegated
79,47.95,sub5,variegated
188,214.76666666666662,sub5,variegated
188,214.76666666666662,sub5,variegated
188,172.1333333333333,sub5,variegated
87,86.86666666666667,sub5,variegated
99,83.22666666666667,sub5,variegated
73,26.03,sub5,variegated
125,132.8,sub5,variegated
87,40.87333333333333,sub5,variegated
144,188.5,sub5,variegated
99,83.22666666666667,sub5,variegated
111,115.7333333333333,sub5,variegated
144,185.8,sub5,variegated
111,128.3666666666667,sub5,variegated
144,208.80000000000004,sub5,variegated
159,167.5333333333333,sub5,variegated
73,33.46,sub5,variegated
99,88.75333333333333,sub5,variegated
159,208.80000000000004,sub5,variegated
79,21.16,sub5,variegated
79,31.46666666666667,sub5,variegated
176,205.80000000000004,sub5,variegated
73,26.03,sub5,variegated
125,214.76666666666662,sub5,variegated
87,73.33333333333331,sub5,variegated
188,169.5333333333333,sub5,variegated
79,60.02666666666665,sub5,variegated
99,78.25999999999999,sub5,variegated
176,214.76666666666662,sub5,variegated
73,26.03,sub5,variegated
79,46.78333333333332,sub5,variegated
125,120.06666666666665,sub5,variegated
73,39.84,sub5,variegated
111,99.46333333333332,sub5,variegated
176,182.93333333333328,sub5,homogeneous
188,208.80000000000004,sub5,homogeneous
87,84.96333333333331,sub5,homogeneous
125,84.96333333333331,sub5,homogeneous
176,180.2333333333333,sub5,homogeneous
99,97.63,sub5,homogeneous
159,161.7,sub5,homogeneous
176,182.93333333333328,sub5,homogeneous
99,91.99,sub5,homogeneous
87,84.96333333333331,sub5,homogeneous
111,111.36666666666669,sub5,homogeneous
176,174.8666666666667,sub5,homogeneous
188,177.5333333333333,sub5,homogeneous
111,90.32666666666665,sub5,homogeneous
73,67.19333333333333,sub5,homogeneous
176,191.3333333333333,sub5,homogeneous
79,79.87,sub5,homogeneous
125,142.1,sub5,homogeneous
79,101.56666666666665,sub5,homogeneous
87,99.46333333333332,sub5,homogeneous
73,68.60333333333334,sub5,homogeneous
144,167.5333333333333,sub5,homogeneous
176,214.76666666666662,sub5,homogeneous
87,67.19333333333333,sub5,homogeneous
159,197.2333333333333,sub5,homogeneous
159,169.5333333333333,sub5,homogeneous
99,101.56666666666665,sub5,homogeneous
125,124.06666666666665,sub5,homogeneous
125,137.3666666666667,sub5,homogeneous
159,191.3333333333333,sub5,homogeneous
159,172.1333333333333,sub5,homogeneous
176,177.5333333333333,sub5,homogeneous
188,224.3333333333333,sub5,homogeneous
79,68.60333333333334,sub5,homogeneous
144,177.5333333333333,sub5,homogeneous
87,86.86666666666667,sub5,homogeneous
159,174.8666666666667,sub5,homogeneous
188,194.13333333333327,sub5,homogeneous
87,83.22666666666667,sub5,homogeneous
125,126.3333333333333,sub5,homogeneous
144,159.1,sub5,homogeneous
188,227.13333333333327,sub5,homogeneous
79,70.22000000000001,sub5,homogeneous
87,81.53999999999999,sub5,homogeneous
125,120.06666666666665,sub5,homogeneous
125,126.3333333333333,sub5,homogeneous
111,105.66666666666669,sub5,homogeneous
144,177.5333333333333,sub5,homogeneous
111,91.99,sub5,homogeneous
111,107.36666666666669,sub5,homogeneous
159,180.2333333333333,sub5,homogeneous
144,199.9,sub5,homogeneous
99,78.25999999999999,sub5,homogeneous
99,97.63,sub5,homogeneous
99,105.66666666666669,sub5,homogeneous
176,202.9,sub5,homogeneous
73,61.28666666666666,sub5,homogeneous
159,202.9,sub5,homogeneous
188,217.80000000000004,sub5,homogeneous
111,117.5,sub5,homogeneous
73,53.00333333333334,sub5,homogeneous
111,103.40000000000002,sub5,homogeneous
73,70.22000000000001,sub5,homogeneous
144,164.3,sub5,homogeneous
79,62.75,sub5,homogeneous
144,126.3333333333333,sub5,homogeneous
79,73.33333333333331,sub5,homogeneous
188,199.9,sub5,homogeneous
188,220.8666666666667,sub5,homogeneous
188,199.9,sub5,homogeneous
87,73.33333333333331,sub5,homogeneous
99,83.22666666666667,sub5,homogeneous
73,54.333333333333336,sub5,homogeneous
125,126.3333333333333,sub5,homogeneous
87,76.69666666666667,sub5,homogeneous
144,156.8666666666667,sub5,homogeneous
99,83.22666666666667,sub5,homogeneous
111,109.46666666666664,sub5,homogeneous
144,174.8666666666667,sub5,homogeneous
111,90.32666666666665,sub5,homogeneous
144,180.2333333333333,sub5,homogeneous
159,188.5,sub5,homogeneous
73,73.33333333333331,sub5,homogeneous
99,99.46333333333332,sub5,homogeneous
159,180.2333333333333,sub5,homogeneous
79,86.86666666666667,sub5,homogeneous
79,81.53999999999999,sub5,homogeneous
176,202.9,sub5,homogeneous
73,65.72333333333334,sub5,homogeneous
125,124.06666666666665,sub5,homogeneous
87,88.75333333333333,sub5,homogeneous
188,253.2666666666667,sub5,homogeneous
79,64.18,sub5,homogeneous
99,95.81666666666663,sub5,homogeneous
176,182.93333333333328,sub5,homogeneous
73,72.01000000000002,sub5,homogeneous
79,72.01000000000002,sub5,homogeneous
125,121.8666666666667,sub5,homogeneous
73,76.69666666666667,sub5,homogeneous
111,121.8666666666667,sub5,homogeneous
111,105.66666666666669,sub6,variegated
87,72.01000000000002,sub6,variegated
144,146.9333333333333,sub6,variegated
159,188.5,sub6,variegated
144,172.1333333333333,sub6,variegated
176,243.6,sub6,variegated
159,188.5,sub6,variegated
144,146.9333333333333,sub6,variegated
176,243.6,sub6,variegated
73,60.02666666666665,sub6,variegated
87,83.22666666666667,sub6,variegated
87,64.18,sub6,variegated
73,36.58,sub6,variegated
144,205.80000000000004,sub6,variegated
73,35.54333333333332,sub6,variegated
99,139.7666666666667,sub6,variegated
125,172.1333333333333,sub6,variegated
99,74.93333333333332,sub6,variegated
176,299.3666666666666,sub6,variegated
144,202.9,sub6,variegated
144,240.3333333333333,sub6,variegated
87,42.023333333333326,sub6,variegated
79,81.53999999999999,sub6,variegated
159,217.80000000000004,sub6,variegated
125,172.1333333333333,sub6,variegated
99,107.36666666666669,sub6,variegated
144,202.9,sub6,variegated
125,149.2333333333333,sub6,variegated
99,111.36666666666669,sub6,variegated
159,182.93333333333328,sub6,variegated
188,197.2333333333333,sub6,variegated
176,217.80000000000004,sub6,variegated
125,117.5,sub6,variegated
111,120.06666666666665,sub6,variegated
79,44.39000000000001,sub6,variegated
159,151.69999999999996,sub6,variegated
176,291.8666666666667,sub6,variegated
159,220.8666666666667,sub6,variegated
111,117.5,sub6,variegated
188,194.13333333333327,sub6,variegated
125,137.3666666666667,sub6,variegated
111,111.36666666666669,sub6,variegated
188,214.76666666666662,sub6,variegated
188,194.13333333333327,sub6,variegated
188,211.7,sub6,variegated
188,214.76666666666662,sub6,variegated
73,38.636666666666656,sub6,variegated
99,146.9333333333333,sub6,variegated
79,57.06333333333332,sub6,variegated
111,151.69999999999996,sub6,variegated
73,42.023333333333326,sub6,variegated
79,45.52,sub6,variegated
159,205.80000000000004,sub6,variegated
79,65.72333333333334,sub6,variegated
73,38.636666666666656,sub6,variegated
188,233.5333333333333,sub6,variegated
144,159.1,sub6,variegated
99,97.63,sub6,variegated
176,202.9,sub6,variegated
176,177.5333333333333,sub6,variegated
188,159.1,sub6,variegated
188,188.5,sub6,variegated
125,154.2333333333333,sub6,variegated
79,38.636666666666656,sub6,variegated
176,180.2333333333333,sub6,variegated
87,47.95,sub6,variegated
79,58.51,sub6,variegated
87,67.19333333333333,sub6,variegated
99,103.40000000000002,sub6,variegated
87,67.19333333333333,sub6,variegated
73,39.84,sub6,variegated
79,60.02666666666665,sub6,variegated
111,97.63,sub6,variegated
99,86.86666666666667,sub6,variegated
111,105.66666666666669,sub6,variegated
73,65.72333333333334,sub6,variegated
99,73.33333333333331,sub6,variegated
125,167.5333333333333,sub6,variegated
73,46.78333333333332,sub6,variegated
176,231.1333333333333,sub6,variegated
159,233.5333333333333,sub6,variegated
125,169.5333333333333,sub6,variegated
111,144.6,sub6,variegated
99,79.87,sub6,variegated
87,72.01000000000002,sub6,variegated
